Season,Absence/Suspension,competition,from,until,Days,Games missed,player,url
16/17,Yellow card suspension,LaLiga,"Feb 12, 2017","Feb 18, 2017",6 Tage,1,Dani Ceballos,/dani-ceballos/profil/spieler/319745
15/16,Yellow card suspension,LaLiga,"Dec 7, 2015","Dec 14, 2015",7 Tage,1,Dani Ceballos,/dani-ceballos/profil/spieler/319745
16/17,Indirect card suspension,Bundesliga,"Mar 13, 2017","Mar 20, 2017",7 Tage,1,Mario Vrancic,/mario-vrancic/profil/spieler/39372
14/15,Yellow card suspension,Bundesliga,"Apr 27, 2015","May 4, 2015",7 Tage,1,Mario Vrancic,/mario-vrancic/profil/spieler/39372
13/14,Red card suspension,2. Bundesliga,"Nov 11, 2013","Dec 9, 2013",28 Tage,2,Mario Vrancic,/mario-vrancic/profil/spieler/39372
20/21,Red card suspension,SSE Airtricity League Premier Division,"Jun 28, 2021","Jul 8, 2021",10 Tage,1,Alfie Lewis,/alfie-lewis/profil/spieler/423571
21/22,Red card suspension,Ligue 1,"Sep 26, 2021","Oct 4, 2021",8 Tage,1,Emerson,/emerson/profil/spieler/181778
16/17,Red card suspension,Europa League,"Aug 25, 2016","Sep 30, 2016",36 Tage,2,Emerson,/emerson/profil/spieler/181778
16/17,Yellow card suspension,League One,"Nov 23, 2016","Nov 28, 2016",5 Tage,1,Jamie Sterry,/jamie-sterry/profil/spieler/250431
15/16,Red card suspension,Premier League 2,"Feb 9, 2016","Feb 23, 2016",14 Tage,1,Jamie Sterry,/jamie-sterry/profil/spieler/250431
21/22,No eligibility,Serie B,"Dec 7, 2021","Jan 3, 2022",27 Tage,1,Gastón Ramírez,/gaston-ramirez/profil/spieler/123742
20/21,Yellow card suspension,Serie A,"Mar 16, 2021","Mar 22, 2021",6 Tage,1,Gastón Ramírez,/gaston-ramirez/profil/spieler/123742
19/20,Yellow card suspension,Serie A,"Feb 17, 2020","Mar 9, 2020",21 Tage,1,Gastón Ramírez,/gaston-ramirez/profil/spieler/123742
18/19,Indirect card suspension,Serie A,"Apr 29, 2019","May 6, 2019",7 Tage,1,Gastón Ramírez,/gaston-ramirez/profil/spieler/123742
18/19,Yellow card suspension,Serie A,"Jan 22, 2019","Jan 27, 2019",5 Tage,1,Gastón Ramírez,/gaston-ramirez/profil/spieler/123742
17/18,Yellow card suspension,Serie A,"Feb 6, 2018","Feb 12, 2018",6 Tage,1,Gastón Ramírez,/gaston-ramirez/profil/spieler/123742
16/17,Indirect card suspension,Premier League,"Apr 23, 2017","Apr 27, 2017",4 Tage,1,Gastón Ramírez,/gaston-ramirez/profil/spieler/123742
16/17,Yellow card suspension,Premier League,"Oct 30, 2016","Nov 6, 2016",7 Tage,1,Gastón Ramírez,/gaston-ramirez/profil/spieler/123742
14/15,Red card suspension,Premier League,"Nov 25, 2014","Dec 7, 2014",12 Tage,3,Gastón Ramírez,/gaston-ramirez/profil/spieler/123742
12/13,Olympic games,,"Jul 12, 2012","Aug 3, 2012",22 Tage,-,Gastón Ramírez,/gaston-ramirez/profil/spieler/123742
11/12,Yellow card suspension,Serie A,"May 3, 2012","May 7, 2012",4 Tage,1,Gastón Ramírez,/gaston-ramirez/profil/spieler/123742
10/11,Indirect card suspension,Serie A,"May 16, 2011","Sep 12, 2011",119 Tage,2,Gastón Ramírez,/gaston-ramirez/profil/spieler/123742
10/11,Yellow card suspension,Serie A,"Feb 24, 2011","Feb 28, 2011",4 Tage,1,Gastón Ramírez,/gaston-ramirez/profil/spieler/123742
19/20,Indirect card suspension,Championship,"Dec 12, 2019","Dec 16, 2019",4 Tage,1,Tom Carroll,/tom-carroll/profil/spieler/121279
19/20,Red card suspension,Serie B Play-out,"Aug 1, 2020","Aug 15, 2020",14 Tage,2,Gabriele Angella,/gabriele-angella/profil/spieler/86793
14/15,Indirect card suspension,Championship,"Dec 22, 2014","Dec 27, 2014",5 Tage,1,Gabriele Angella,/gabriele-angella/profil/spieler/86793
10/11,Red card suspension,Serie A,"May 10, 2011","May 16, 2011",6 Tage,1,Gabriele Angella,/gabriele-angella/profil/spieler/86793
21/22,Indirect card suspension,Serie A,"Mar 19, 2022","Apr 5, 2022",17 Tage,1,Leo Östigard,/leo-ostigard/profil/spieler/367284
21/22,Red card suspension,Serie A,"Feb 6, 2022","Feb 14, 2022",8 Tage,1,Leo Östigard,/leo-ostigard/profil/spieler/367284
20/21,Indirect card suspension,Championship,"Mar 1, 2021","Mar 3, 2021",2 Tage,1,Leo Östigard,/leo-ostigard/profil/spieler/367284
19/20,Yellow card suspension,2. Bundesliga,"May 25, 2020","May 29, 2020",4 Tage,1,Leo Östigard,/leo-ostigard/profil/spieler/367284
17/18,Yellow card suspension,OBOS-ligaen,"Jun 25, 2018","Jul 2, 2018",7 Tage,1,Leo Östigard,/leo-ostigard/profil/spieler/367284
15/16,Indirect card suspension,Premier League 2,"Feb 8, 2016","Feb 19, 2016",11 Tage,1,Kevin Stewart,/kevin-stewart/profil/spieler/200782
15/16,Red card suspension,Premier League 2,"Sep 25, 2015","Sep 29, 2015",4 Tage,1,Callum Williams,/callum-williams/profil/spieler/312533
21/22,Yellow card suspension,Serie A,"Mar 15, 2022","Mar 21, 2022",6 Tage,1,Davide Zappacosta,/davide-zappacosta/profil/spieler/173859
14/15,Yellow card suspension,Serie A,"May 12, 2015","May 18, 2015",6 Tage,1,Davide Zappacosta,/davide-zappacosta/profil/spieler/173859
13/14,Yellow card suspension,Serie B,"May 11, 2014","May 14, 2014",3 Tage,1,Davide Zappacosta,/davide-zappacosta/profil/spieler/173859
13/14,Called up to national team,UEFA European Under-21 Championship Qualifying,"Nov 11, 2013","Nov 20, 2013",9 Tage,1,Davide Zappacosta,/davide-zappacosta/profil/spieler/173859
13/14,Called up to national team,UEFA European Under-21 Championship Qualifying,"Oct 7, 2013","Oct 15, 2013",8 Tage,1,Davide Zappacosta,/davide-zappacosta/profil/spieler/173859
13/14,Called up to national team,UEFA European Under-21 Championship Qualifying,"Sep 3, 2013","Sep 12, 2013",9 Tage,2,Davide Zappacosta,/davide-zappacosta/profil/spieler/173859
18/19,Red card suspension,Ligue 1,"Mar 30, 2019","Apr 1, 2019",2 Tage,1,Steve Mandanda,/steve-mandanda/profil/spieler/23951
11/12,Indirect card suspension,UEFA Champions League,"Mar 14, 2012","Mar 29, 2012",15 Tage,1,Steve Mandanda,/steve-mandanda/profil/spieler/23951
21/22,No eligibility,UEFA Europa Conference League Qualifiers,"Jul 1, 2021","Aug 7, 2021",37 Tage,?,Fousseni Diabaté,/fousseni-diabate/profil/spieler/364861
20/21,Red card suspension,National League,"Dec 9, 2020","Dec 16, 2020",7 Tage,2,Josh Wakefield,/josh-wakefield/profil/spieler/225166
22/23,Indirect card suspension,UEFA Europa Conference League,"May 5, 2022",-,10 Tage,1,Étienne Capoue,/etienne-capoue/profil/spieler/63494
18/19,Red card suspension,Premier League,"Dec 3, 2018","Dec 17, 2018",14 Tage,3,Étienne Capoue,/etienne-capoue/profil/spieler/63494
21/22,Yellow card suspension,Serie A,"Dec 2, 2021","Dec 5, 2021",3 Tage,1,Tammy Abraham,/tammy-abraham/profil/spieler/331726
19/20,Yellow card suspension,Premier League,"Dec 2, 2019","Dec 5, 2019",3 Tage,1,Frédéric Guilbert,/frederic-guilbert/profil/spieler/354352
18/19,Yellow card suspension,Ligue 1,"Mar 5, 2019","Mar 11, 2019",6 Tage,1,Frédéric Guilbert,/frederic-guilbert/profil/spieler/354352
18/19,Indirect card suspension,Ligue 1,"Jan 24, 2019","Jan 28, 2019",4 Tage,1,Frédéric Guilbert,/frederic-guilbert/profil/spieler/354352
18/19,Yellow card suspension, ,"Jan 21, 2019","Jan 24, 2019",3 Tage,1,Frédéric Guilbert,/frederic-guilbert/profil/spieler/354352
18/19,Yellow card suspension,Ligue 1,"Nov 22, 2018","Nov 25, 2018",3 Tage,1,Frédéric Guilbert,/frederic-guilbert/profil/spieler/354352
18/19,Yellow card suspension,Ligue 1,"Aug 10, 2018","Aug 13, 2018",3 Tage,1,Frédéric Guilbert,/frederic-guilbert/profil/spieler/354352
17/18,Yellow card suspension, ,"Apr 16, 2018","Apr 19, 2018",3 Tage,1,Frédéric Guilbert,/frederic-guilbert/profil/spieler/354352
17/18,Yellow card suspension,Ligue 1,"Feb 2, 2018","Feb 5, 2018",3 Tage,1,Frédéric Guilbert,/frederic-guilbert/profil/spieler/354352
17/18,Yellow card suspension,Ligue 1,"Nov 16, 2017","Nov 20, 2017",4 Tage,1,Frédéric Guilbert,/frederic-guilbert/profil/spieler/354352
15/16,Indirect card suspension, ,"Jan 4, 2016","Jan 11, 2016",7 Tage,1,Tareiq Holmes-Dennis,/tareiq-holmes-dennis/profil/spieler/261739
14/15,Indirect card suspension,Fortuna Liga,"May 2, 2015","May 4, 2015",2 Tage,1,Jiri Skalak,/jiri-skalak/profil/spieler/148734
13/14,Yellow card suspension,Fortuna Liga,"Feb 23, 2014","Feb 25, 2014",2 Tage,1,Jiri Skalak,/jiri-skalak/profil/spieler/148734
20/21,Yellow card suspension,Premier League 2,"Dec 22, 2020","Jan 19, 2021",28 Tage,1,Thibaud Verlinden,/thibaud-verlinden/profil/spieler/338673
17/18,Red card suspension,Championship,"Apr 4, 2018","Apr 16, 2018",12 Tage,3,Ché Adams,/che-adams/profil/spieler/346779
15/16,Red card suspension,League One,"Dec 7, 2015","Dec 21, 2015",14 Tage,3,Ché Adams,/che-adams/profil/spieler/346779
17/18,Red card suspension,Championship,"Jan 29, 2018","Feb 19, 2018",21 Tage,3,Nathan Baker,/nathan-baker/profil/spieler/62638
16/17,Red card suspension,Championship,"May 8, 2017","Aug 7, 2017",91 Tage,?,Nathan Baker,/nathan-baker/profil/spieler/62638
15/16,Indirect card suspension,Championship,"Dec 7, 2015","Dec 14, 2015",7 Tage,1,Nathan Baker,/nathan-baker/profil/spieler/62638
19/20,Red card suspension, ,"Jul 8, 2020","Jul 19, 2020",11 Tage,3,Eddie Nketiah,/eddie-nketiah/profil/spieler/340324
20/21,Red card suspension,Copa América 2021,"Jun 18, 2021","Jun 22, 2021",4 Tage,1,Luis Díaz,/luis-diaz/profil/spieler/480692
20/21,Red card suspension, ,"Feb 12, 2021","Feb 14, 2021",2 Tage,1,Luis Díaz,/luis-diaz/profil/spieler/480692
20/21,Indirect card suspension,Liga Portugal,"Sep 18, 2020","Sep 21, 2020",3 Tage,1,Luis Díaz,/luis-diaz/profil/spieler/480692
19/20,Red card suspension,Championship,"Oct 28, 2019","Nov 4, 2019",7 Tage,1,Marek Rodak,/marek-rodak/profil/spieler/186901
20/21,Red card suspension,Premier League,"Feb 3, 2021","Feb 7, 2021",4 Tage,1,David Luiz,/david-luiz/profil/spieler/46741
19/20,Red card suspension,Premier League,"Jan 22, 2020","Jan 28, 2020",6 Tage,1,David Luiz,/david-luiz/profil/spieler/46741
17/18,Red card suspension, ,"Sep 18, 2017","Oct 2, 2017",14 Tage,3,David Luiz,/david-luiz/profil/spieler/46741
15/16,Yellow card suspension,UEFA Champions League,"Apr 7, 2016","Apr 14, 2016",7 Tage,1,David Luiz,/david-luiz/profil/spieler/46741
15/16,Yellow card suspension,World Cup qualification South America,"Mar 28, 2016","Mar 31, 2016",3 Tage,1,David Luiz,/david-luiz/profil/spieler/46741
15/16,Indirect card suspension,World Cup qualification South America,"Nov 16, 2015","Nov 19, 2015",3 Tage,1,David Luiz,/david-luiz/profil/spieler/46741
15/16,Yellow card suspension,UEFA Champions League,"Nov 5, 2015","Nov 26, 2015",21 Tage,1,David Luiz,/david-luiz/profil/spieler/46741
13/14,Yellow card suspension,Premier League,"Dec 30, 2013","Jan 2, 2014",3 Tage,1,David Luiz,/david-luiz/profil/spieler/46741
21/22,Yellow card suspension,Campeonato Brasileiro Série A,"Aug 25, 2021","Sep 1, 2021",7 Tage,1,Abel Hernández,/abel-hernandez/profil/spieler/76608
20/21,Red card suspension,Campeonato Brasileiro Série A,"Jun 28, 2021","Jul 1, 2021",3 Tage,1,Abel Hernández,/abel-hernandez/profil/spieler/76608
14/15,Suspension through sports court, ,"May 28, 2015","Aug 17, 2015",81 Tage,3,Abel Hernández,/abel-hernandez/profil/spieler/76608
12/13,Olympic games,,"Jul 12, 2012","Aug 3, 2012",22 Tage,-,Abel Hernández,/abel-hernandez/profil/spieler/76608
11/12,Yellow card suspension,Serie A,"Apr 2, 2012","Apr 8, 2012",6 Tage,1,Abel Hernández,/abel-hernandez/profil/spieler/76608
10/11,Yellow card suspension,Serie A,"May 16, 2011","May 23, 2011",7 Tage,1,Abel Hernández,/abel-hernandez/profil/spieler/76608
17/18,Yellow card suspension,Superligaen Championship round,"Apr 26, 2018","May 1, 2018",5 Tage,1,Mathias Jensen,/mathias-jensen/profil/spieler/319859
16/17,Red card suspension,LaLiga,"Oct 22, 2016","Nov 7, 2016",16 Tage,2,Emmanuel Rivière,/emmanuel-riviere/profil/spieler/61637
13/14,Indirect card suspension,Championship,"Oct 26, 2013","Nov 4, 2013",9 Tage,1,Elliott Ward,/elliott-ward/profil/spieler/15838
17/18,Indirect card suspension,LaLiga,"Mar 4, 2018","Mar 11, 2018",7 Tage,1,Loïc Rémy,/loic-remy/profil/spieler/45121
21/22,Red card suspension,Championship,"Nov 1, 2021","Nov 21, 2021",20 Tage,3,Tosin Adarabioyo,/tosin-adarabioyo/profil/spieler/258878
13/14,Yellow card suspension,Bundesliga,"Dec 23, 2013","Jan 27, 2014",35 Tage,1,Philipp Wollscheid,/philipp-wollscheid/profil/spieler/53173
12/13,Yellow card suspension,Bundesliga,"Mar 4, 2013","Mar 11, 2013",7 Tage,1,Philipp Wollscheid,/philipp-wollscheid/profil/spieler/53173
11/12,Yellow card suspension,Bundesliga,"Apr 2, 2012","Apr 9, 2012",7 Tage,1,Philipp Wollscheid,/philipp-wollscheid/profil/spieler/53173
20/21,Suspended,Championship,"Sep 11, 2020","Nov 29, 2020",79 Tage,14,David Nugent,/david-nugent/profil/spieler/33963
20/21,Suspended,EFL Cup,"Aug 28, 2020","Sep 24, 2020",27 Tage,3,David Nugent,/david-nugent/profil/spieler/33963
15/16,Red card suspension,Championship,"Dec 14, 2015","Dec 29, 2015",15 Tage,3,David Nugent,/david-nugent/profil/spieler/33963
15/16,Red card suspension,Championship,"Sep 28, 2015","Oct 21, 2015",23 Tage,3,Jamie Murphy,/jamie-murphy/profil/spieler/51730
16/17,Called up to national team, ,"Jan 3, 2017","Jan 25, 2017",22 Tage,4,Lamine Koné,/lamine-kone/profil/spieler/57420
20/21,Called up to national team,Championship,"Oct 12, 2020","Oct 19, 2020",7 Tage,1,Philip Billing,/philip-billing/profil/spieler/320411
18/19,Yellow card suspension,Premier League,"Dec 5, 2018","Dec 9, 2018",4 Tage,1,Philip Billing,/philip-billing/profil/spieler/320411
15/16,Red card suspension,Championship,"Feb 24, 2016","Mar 9, 2016",14 Tage,3,Philip Billing,/philip-billing/profil/spieler/320411
21/22,Yellow card suspension,World Cup qualification South America,"Oct 9, 2021","Oct 12, 2021",3 Tage,1,Rodrigo Bentancur,/rodrigo-bentancur/profil/spieler/354362
21/22,Called up to national team, ,"Sep 9, 2021","Sep 11, 2021",2 Tage,1,Rodrigo Bentancur,/rodrigo-bentancur/profil/spieler/354362
20/21,Yellow card suspension,World Cup qualification South America,"Jun 5, 2021","Jun 10, 2021",5 Tage,1,Rodrigo Bentancur,/rodrigo-bentancur/profil/spieler/354362
20/21,Indirect card suspension,Serie A,"May 17, 2021","May 24, 2021",7 Tage,1,Rodrigo Bentancur,/rodrigo-bentancur/profil/spieler/354362
20/21,Yellow card suspension,Serie A,"Feb 2, 2021","Feb 7, 2021",5 Tage,1,Rodrigo Bentancur,/rodrigo-bentancur/profil/spieler/354362
19/20,Suspension through sports court,Serie A,"Jan 7, 2020","Jan 20, 2020",13 Tage,2,Rodrigo Bentancur,/rodrigo-bentancur/profil/spieler/354362
19/20,Indirect card suspension,Serie A,"Dec 23, 2019","Jan 7, 2020",15 Tage,1,Rodrigo Bentancur,/rodrigo-bentancur/profil/spieler/354362
19/20,Yellow card suspension,Serie A,"Dec 16, 2019","Dec 19, 2019",3 Tage,1,Rodrigo Bentancur,/rodrigo-bentancur/profil/spieler/354362
18/19,Indirect card suspension,Serie A,"Dec 27, 2018","Dec 30, 2018",3 Tage,1,Rodrigo Bentancur,/rodrigo-bentancur/profil/spieler/354362
18/19,Yellow card suspension,Serie A,"Dec 11, 2018","Dec 17, 2018",6 Tage,1,Rodrigo Bentancur,/rodrigo-bentancur/profil/spieler/354362
18/19,Yellow card suspension,Serie A,"Dec 10, 2018","Dec 16, 2018",6 Tage,1,Rodrigo Bentancur,/rodrigo-bentancur/profil/spieler/354362
17/18,Yellow card suspension,UEFA Champions League,"Apr 4, 2018","Apr 12, 2018",8 Tage,1,Rodrigo Bentancur,/rodrigo-bentancur/profil/spieler/354362
17/18,Indirect card suspension,Italy Cup,"Feb 5, 2018","Mar 1, 2018",24 Tage,1,Rodrigo Bentancur,/rodrigo-bentancur/profil/spieler/354362
16/17,Yellow card suspension,U-20 World Cup 2017,"Jun 1, 2017","Jun 5, 2017",4 Tage,1,Rodrigo Bentancur,/rodrigo-bentancur/profil/spieler/354362
16/17,Called up to national team, ,"May 17, 2017","Jun 12, 2017",26 Tage,4,Rodrigo Bentancur,/rodrigo-bentancur/profil/spieler/354362
17/18,Yellow card suspension,Allsvenskan,"Oct 22, 2017","Oct 22, 2017",0 Tage,1,Pontus Dahlberg,/pontus-dahlberg/profil/spieler/365544
21/22,Yellow card suspension,World Cup qualification Europe,"Oct 9, 2021","Oct 12, 2021",3 Tage,1,Mateo Kovacic,/mateo-kovacic/profil/spieler/51471
19/20,Yellow card suspension,Premier League,"Dec 23, 2019","Dec 27, 2019",4 Tage,1,Mateo Kovacic,/mateo-kovacic/profil/spieler/51471
15/16,Red card suspension,LaLiga,"Jan 4, 2016","Jan 11, 2016",7 Tage,1,Mateo Kovacic,/mateo-kovacic/profil/spieler/51471
14/15,Red card suspension,Serie A,"Jan 8, 2015","Jan 12, 2015",4 Tage,1,Mateo Kovacic,/mateo-kovacic/profil/spieler/51471
14/15,Red card suspension,Liga Portugal,"Dec 1, 2014","Dec 5, 2014",4 Tage,1,Mika,/mika/profil/spieler/138285
20/21,Indirect card suspension,Championship,"Dec 14, 2020","Dec 16, 2020",2 Tage,1,Anthony Knockaert,/anthony-knockaert/profil/spieler/149237
18/19,Red card suspension,Premier League,"Apr 14, 2019","Apr 24, 2019",10 Tage,3,Anthony Knockaert,/anthony-knockaert/profil/spieler/149237
17/18,Red card suspension, ,"Mar 11, 2018","Apr 1, 2018",21 Tage,3,Anthony Knockaert,/anthony-knockaert/profil/spieler/149237
15/16,Yellow card suspension, ,"Nov 9, 2015","Nov 23, 2015",14 Tage,1,Anthony Knockaert,/anthony-knockaert/profil/spieler/149237
13/14,Yellow card suspension,Championship,"Nov 11, 2013","Nov 25, 2013",14 Tage,1,Anthony Knockaert,/anthony-knockaert/profil/spieler/149237
18/19,Red card suspension,Championship,"Sep 24, 2018","Oct 1, 2018",7 Tage,1,Marc Wilson,/marc-wilson/profil/spieler/30456
18/19,Indirect card suspension,Championship,"Dec 10, 2018","Dec 17, 2018",7 Tage,1,Sammy Ameobi,/sammy-ameobi/profil/spieler/92381
15/16,Indirect card suspension,Championship,"Feb 15, 2016","Feb 22, 2016",7 Tage,1,Sammy Ameobi,/sammy-ameobi/profil/spieler/92381
14/15,Yellow card suspension,Serie A,"Dec 9, 2014","Dec 15, 2014",6 Tage,1,Víctor Ibarbo,/victor-ibarbo/profil/spieler/92141
13/14,Yellow card suspension,Serie A,"Apr 22, 2014","Apr 28, 2014",6 Tage,1,Víctor Ibarbo,/victor-ibarbo/profil/spieler/92141
13/14,Red card suspension,Serie A,"Jan 20, 2014","Jan 27, 2014",7 Tage,1,Víctor Ibarbo,/victor-ibarbo/profil/spieler/92141
13/14,Suspension through sports court,LaLiga,"Mar 16, 2014","Mar 26, 2014",10 Tage,2,Jesús Gámez,/jesus-gamez/profil/spieler/29055
13/14,Indirect card suspension,LaLiga,"Mar 11, 2014","Mar 16, 2014",5 Tage,1,Jesús Gámez,/jesus-gamez/profil/spieler/29055
13/14,Yellow card suspension,LaLiga,"Nov 9, 2013","Nov 26, 2013",17 Tage,1,Jesús Gámez,/jesus-gamez/profil/spieler/29055
07/08,special leave,PKO Ekstraklasa,"Nov 20, 2007","Dec 20, 2007",30 Tage,3,Kamil Grosicki,/kamil-grosicki/profil/spieler/37920
14/15,Yellow card suspension,Süper Lig,"Nov 9, 2014","Nov 23, 2014",14 Tage,1,Essaïd Belkalem,/essaid-belkalem/profil/spieler/162395
13/14,Yellow card suspension,World Cup qualification Africa,"Oct 16, 2013","Nov 20, 2013",35 Tage,1,Essaïd Belkalem,/essaid-belkalem/profil/spieler/162395
21/22,Called up to national team,Premier League,"Jan 3, 2022","Feb 6, 2022",34 Tage,2,Alex Iwobi,/alex-iwobi/profil/spieler/242631
19/20,No eligibility,Premier League,"Aug 8, 2019","Aug 11, 2019",3 Tage,1,Alex Iwobi,/alex-iwobi/profil/spieler/242631
21/22,Red card suspension,Bundesliga,"Apr 18, 2022","May 9, 2022",21 Tage,3,Konstantinos Stafylidis,/konstantinos-stafylidis/profil/spieler/148967
16/17,Yellow card suspension,Bundesliga,"Jan 23, 2017","Jan 30, 2017",7 Tage,1,Konstantinos Stafylidis,/konstantinos-stafylidis/profil/spieler/148967
14/15,Indirect card suspension,Championship,"Mar 19, 2015","Mar 23, 2015",4 Tage,1,Konstantinos Stafylidis,/konstantinos-stafylidis/profil/spieler/148967
13/14,Yellow card suspension,UEFA European Under-21 Championship Qualifying,"Oct 14, 2013","Oct 17, 2013",3 Tage,1,Konstantinos Stafylidis,/konstantinos-stafylidis/profil/spieler/148967
20/21,special leave,Bundesliga,"Sep 17, 2020","Sep 19, 2020",2 Tage,?,Thiago,/thiago/profil/spieler/60444
19/20,Yellow card suspension,Bundesliga,"Dec 19, 2019","Dec 22, 2019",3 Tage,1,Thiago,/thiago/profil/spieler/60444
17/18,Suspension through sports court,Premier League,"Dec 20, 2017","Dec 31, 2017",11 Tage,3,James Tarkowski,/james-tarkowski/profil/spieler/173504
15/16,Red card suspension,Championship,"Sep 28, 2015","Sep 30, 2015",2 Tage,1,James Tarkowski,/james-tarkowski/profil/spieler/173504
14/15,Yellow card suspension,Championship,"Oct 20, 2014","Oct 22, 2014",2 Tage,1,James Tarkowski,/james-tarkowski/profil/spieler/173504
13/14,Indirect card suspension,League One,"Mar 16, 2014","Mar 23, 2014",7 Tage,1,James Tarkowski,/james-tarkowski/profil/spieler/173504
13/14,Yellow card suspension,SSE Airtricity League Premier Division,"Jul 15, 2013","Jul 22, 2013",7 Tage,1,Richie Towell,/richie-towell/profil/spieler/114116
17/18,Yellow card suspension,Premier League,"Dec 14, 2017","Dec 17, 2017",3 Tage,1,Winston Reid,/winston-reid/profil/spieler/37526
16/17,Indirect card suspension,Premier League,"Nov 20, 2016","Nov 28, 2016",8 Tage,1,Winston Reid,/winston-reid/profil/spieler/37526
16/17,Yellow card suspension,Premier League,"Oct 31, 2016","Nov 6, 2016",6 Tage,1,Winston Reid,/winston-reid/profil/spieler/37526
10/11,Red card suspension,2011 European Under-21 Football Championship,"Jun 12, 2011","Jun 16, 2011",4 Tage,1,Aron Gunnarsson,/aron-gunnarsson/profil/spieler/63821
19/20,Yellow card suspension,Championship,"Jan 2, 2020","Jan 20, 2020",18 Tage,2,Jonathan Hogg,/jonathan-hogg/profil/spieler/61573
19/20,Yellow card suspension,Championship,"Nov 4, 2019","Nov 11, 2019",7 Tage,1,Jonathan Hogg,/jonathan-hogg/profil/spieler/61573
18/19,Red card suspension, ,"Aug 26, 2018","Sep 16, 2018",21 Tage,3,Jonathan Hogg,/jonathan-hogg/profil/spieler/61573
17/18,Indirect card suspension,Premier League,"Dec 17, 2017","Dec 24, 2017",7 Tage,1,Jonathan Hogg,/jonathan-hogg/profil/spieler/61573
16/17,Yellow card suspension,Championship,"Oct 24, 2016","Oct 31, 2016",7 Tage,1,Jonathan Hogg,/jonathan-hogg/profil/spieler/61573
15/16,Red card suspension,Championship,"Jan 20, 2016","Jan 25, 2016",5 Tage,1,Jonathan Hogg,/jonathan-hogg/profil/spieler/61573
14/15,Indirect card suspension,Championship,"Jan 5, 2015","Jan 12, 2015",7 Tage,1,Jonathan Hogg,/jonathan-hogg/profil/spieler/61573
19/20,Indirect card suspension,Eredivisie,"Jan 27, 2020","Feb 3, 2020",7 Tage,1,Ibrahim Afellay,/ibrahim-afellay/profil/spieler/15760
17/18,Suspended, ,"Mar 28, 2018","Jun 30, 2018",94 Tage,7,Ibrahim Afellay,/ibrahim-afellay/profil/spieler/15760
15/16,Red card suspension,Premier League,"Aug 30, 2015","Sep 20, 2015",21 Tage,2,Ibrahim Afellay,/ibrahim-afellay/profil/spieler/15760
21/22,Yellow card suspension,LaLiga,"Jan 21, 2022","Jan 24, 2022",3 Tage,1,Enes Ünal,/enes-unal/profil/spieler/251106
20/21,special leave,UEFA Nations League B,"Nov 17, 2020","Nov 19, 2020",2 Tage,1,Enes Ünal,/enes-unal/profil/spieler/251106
18/19,Yellow card suspension,LaLiga,"Apr 1, 2019","Apr 5, 2019",4 Tage,1,Enes Ünal,/enes-unal/profil/spieler/251106
16/17,Red card suspension, ,"Aug 1, 2016","Aug 10, 2016",9 Tage,1,Enes Ünal,/enes-unal/profil/spieler/251106
15/16,No eligibility,Keuken Kampioen Divisie,"Feb 1, 2016","Feb 18, 2016",17 Tage,3,Enes Ünal,/enes-unal/profil/spieler/251106
13/14,Called up to national team,Süper Lig,"May 5, 2014","May 18, 2014",13 Tage,2,Enes Ünal,/enes-unal/profil/spieler/251106
13/14,Called up to national team,Türkiye Kupasi,"Mar 23, 2014","Mar 31, 2014",8 Tage,1,Enes Ünal,/enes-unal/profil/spieler/251106
21/22,Red card suspension, ,"Aug 16, 2021","Aug 25, 2021",9 Tage,3,Harry Wilson,/harry-wilson/profil/spieler/279455
14/15,Red card suspension,Premier League 2,"Mar 23, 2015","Apr 14, 2015",22 Tage,2,Harry Wilson,/harry-wilson/profil/spieler/279455
20/21,Yellow card suspension,Serie B,"Feb 21, 2021","Feb 28, 2021",7 Tage,1,Abdelhamid Sabiri,/abdelhamid-sabiri/profil/spieler/340394
19/20,Yellow card suspension,Bundesliga,"Jun 15, 2020","Jun 18, 2020",3 Tage,1,Abdelhamid Sabiri,/abdelhamid-sabiri/profil/spieler/340394
15/16,Yellow card suspension,Oberliga Westfalen,"Mar 25, 2016","Mar 29, 2016",4 Tage,1,Abdelhamid Sabiri,/abdelhamid-sabiri/profil/spieler/340394
19/20,Yellow card suspension,Scottish Premiership,"Dec 16, 2019","Dec 19, 2019",3 Tage,1,Uche Ikpeazu,/uche-ikpeazu/profil/spieler/245765
19/20,Yellow card suspension,LaLiga,"Mar 7, 2020","Mar 16, 2020",9 Tage,1,Joselu,/joselu/profil/spieler/81999
16/17,Yellow card suspension,LaLiga,"Apr 3, 2017","Apr 6, 2017",3 Tage,1,Joselu,/joselu/profil/spieler/81999
11/12,Yellow card suspension,Segunda División B - Grupo I (till 20/21),"Apr 16, 2012","Apr 23, 2012",7 Tage,1,Joselu,/joselu/profil/spieler/81999
11/12,Yellow card suspension,Segunda División B - Grupo I (till 20/21),"Jan 9, 2012","Jan 16, 2012",7 Tage,1,Joselu,/joselu/profil/spieler/81999
10/11,Yellow card suspension,Segunda División B - Grupo I (till 20/21),"Apr 11, 2011","Apr 18, 2011",7 Tage,1,Joselu,/joselu/profil/spieler/81999
18/19,Red card suspension,Premier League,"Nov 11, 2018","Dec 5, 2018",24 Tage,3,Dale Stephens,/dale-stephens/profil/spieler/49755
